PATHWAY	NAME	NGENES	NCOMPOUNDS	TYPE
PWY0-1313	acetate conversion to acetyl-CoA	3	6	BIOCYC
AERESPDON-PWY	aerobic respiration -- electron donors reaction list	7	17	BIOCYC
MGLDLCTANA-PWY	methylglyoxal degradation VI	1	11	BIOCYC
PWY0-166	pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis I	15	26	BIOCYC
GLUDEG-I-PWY	glutamate degradation III (via 4-aminobutyrate)	4	10	BIOCYC
ALANINE-DEG3-PWY	alanine degradation III	2	4	BIOCYC
PWY4FS-8	phosphatidylglycerol biosynthesis II (non-plastidic)	14	17	BIOCYC
METHIONINE-DEG1-PWY	methionine degradation I (to homocysteine)	6	11	BIOCYC
TCA-1	TCA cycle	13	24	BIOCYC
PWY-5172	acetyl-CoA biosynthesis (from citrate)	1	7	BIOCYC
PWY0-1296	purine ribonucleosides degradation to ribose-1-phosphate	6	13	BIOCYC
PWY0-163	salvage pathways of pyrimidine ribonucleotides	15	19	BIOCYC
PWY-4321	glutamate degradation IV	4	15	BIOCYC
PWY0-1324	<i>N</i>-acetylneuraminate and <i>N</i>-acetylmannosamine degradation	3	8	BIOCYC
PWY-4202	arsenate detoxification I (glutaredoxin)	7	20	BIOCYC
NONOXIPENT-PWY	pentose phosphate pathway (non-oxidative branch)	6	7	BIOCYC
UDPNACETYLGALSYN-PWY	UDP-<i>N</i>-acetyl-D-glucosamine biosynthesis II	6	12	BIOCYC
PWY3DJ-5523	sucrose degradation	6	9	BIOCYC
PWY-3861	mannitol degradation II	11	9	BIOCYC
NADSYN-PWY	NAD biosynthesis II (from tryptophan)	10	24	BIOCYC
PWY-6498	eumelanin biosynthesis	1	11	BIOCYC
PWY4FS-6	phosphatidylethanolamine biosynthesis II	8	11	BIOCYC
PWY0-1275	lipoate biosynthesis and incorporation II	1	11	BIOCYC
PWY-5691	urate degradation to allantoin	2	9	BIOCYC
PWY-5030	histidine degradation III	6	12	BIOCYC
PWY-6564	heparan sulfate biosynthesis	28	28	BIOCYC
PWY0-1335	NADH to cytochrome <i>bo</i> oxidase electron transfer I	51	8	BIOCYC
PWY66-241	bupropion degradation	38	12	BIOCYC
PWY3DJ-86	valine degradation	16	29	BIOCYC
PWY-6556	pyrimidine ribonucleosides degradation II	4	6	BIOCYC
PWY3DJ-193	Leloir pathway	4	8	BIOCYC
PWY-5515	L-arabinose degradation II	3	9	BIOCYC
SALVADEHYPOX-PWY	adenosine nucleotides degradation II	19	13	BIOCYC
PWY66-5	superpathway of cholesterol biosynthesis	13	20	BIOCYC
P121-PWY	adenine and adenosine salvage I	3	7	BIOCYC
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	23	20	BIOCYC
GLCMANNANAUT-PWY	superpathway of <i>N</i>-acetylglucosamine, <i>N</i>-acetylmannosamine and <i>N</i>-acetylneuraminate degradation	6	13	BIOCYC
R-MMU-73843	5-Phosphoribose 1-diphosphate biosynthesis	4	8	REACTOME
R-MMU-1971475	A tetrasaccharide linker sequence is required for GAG synthesis	24	5	REACTOME
R-MMU-1369062	ABC transporters in lipid homeostasis	16	11	REACTOME
R-MMU-382556	ABC-family proteins mediated transport	100	20	REACTOME
R-MMU-9033807	ABO blood group biosynthesis	2	14	REACTOME
R-MMU-418592	ADP signalling through P2Y purinoceptor 1	24	3	REACTOME
R-MMU-392170	ADP signalling through P2Y purinoceptor 12	21	8	REACTOME
R-MMU-198323	AKT phosphorylates targets in the cytosol	8	2	REACTOME
R-MMU-198693	AKT phosphorylates targets in the nucleus	10	2	REACTOME
R-MMU-211163	AKT-mediated inactivation of FOXO1A	4	2	REACTOME
R-MMU-163680	AMPK inhibits chREBP transcriptional activation activity	6	1	REACTOME
R-MMU-179409	APC-Cdc20 mediated degradation of Nek2A	25	0	REACTOME
R-MMU-174143	APC/C-mediated degradation of cell cycle proteins	83	4	REACTOME
R-MMU-174048	APC/C:Cdc20 mediated degradation of Cyclin B	23	0	REACTOME
R-MMU-174154	APC/C:Cdc20 mediated degradation of Securin	67	0	REACTOME
R-MMU-176409	APC/C:Cdc20 mediated degradation of mitotic proteins	75	0	REACTOME
R-MMU-174178	APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1	72	0	REACTOME
R-MMU-179419	APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint	73	0	REACTOME
R-MMU-5649702	APEX1-Independent Resolution of AP Sites via the Single Nucleotide Replacement Pathway	5	5	REACTOME
R-MMU-5624958	ARL13B-mediated ciliary trafficking of INPP5E	3	0	REACTOME
R-MMU-170984	ARMS-mediated activation	5	4	REACTOME
R-MMU-381033	ATF6 (ATF6-alpha) activates chaperones	3	0	REACTOME
R-MMU-1296025	ATP sensitive Potassium channels	4	2	REACTOME
R-MMU-450408	AUF1 (hnRNP D0) binds and destabilizes mRNA	56	1	REACTOME
R-MMU-8854518	AURKA Activation by TPX2	72	2	REACTOME
R-MMU-2161541	Abacavir metabolism	3	14	REACTOME
R-MMU-2161517	Abacavir transmembrane transport	3	1	REACTOME
R-MMU-2161522	Abacavir transport and metabolism	6	14	REACTOME
R-MMU-73930	Abasic sugar-phosphate removal via the single-nucleotide replacement pathway	2	1	REACTOME
R-MMU-156582	Acetylation	3	14	REACTOME
R-MMU-264642	Acetylcholine Neurotransmitter Release Cycle	15	7	REACTOME
R-MMU-181431	Acetylcholine binding and downstream events	13	3	REACTOME
R-MMU-399997	Acetylcholine regulates insulin secretion	9	7	REACTOME
R-MMU-1300645	Acrosome Reaction and Sperm:Oocyte Membrane Binding	6	0	REACTOME
R-MMU-2122948	Activated NOTCH1 Transmits Signal to the Nucleus	10	0	REACTOME
R-MMU-9028731	Activated NTRK2 signals through FRS2 and FRS3	6	0	REACTOME
R-MMU-9032500	Activated NTRK2 signals through FYN	4	2	REACTOME
R-MMU-9026527	Activated NTRK2 signals through PLCG1	4	0	REACTOME
R-MMU-9603381	Activated NTRK3 signals through PI3K	3	2	REACTOME
R-MMU-9034793	Activated NTRK3 signals through PLCG1	3	0	REACTOME
R-MMU-5625886	Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3	70	11	REACTOME
R-MMU-111452	Activation and oligomerization of BAK protein	2	0	REACTOME
R-MMU-165158	Activation of AKT2	4	3	REACTOME
R-MMU-399710	Activation of AMPA receptors	3	3	REACTOME
R-MMU-176814	Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins	76	0	REACTOME
R-MMU-176187	Activation of ATR in response to replication stress	34	3	REACTOME
R-MMU-111447	Activation of BAD and translocation to mitochondria 	12	2	REACTOME
R-MMU-114452	Activation of BH3-only proteins	18	4	REACTOME
R-MMU-111446	Activation of BIM and translocation to mitochondria 	3	2	REACTOME
R-MMU-139910	Activation of BMF and translocation to mitochondria	3	2	REACTOME
R-MMU-174577	Activation of C3 and C5	5	1	REACTOME
R-MMU-451308	Activation of Ca-permeable Kainate Receptor	10	3	REACTOME
R-MMU-1296041	Activation of G protein gated Potassium channels	23	2	REACTOME
R-MMU-991365	Activation of GABAB receptors	36	6	REACTOME
R-MMU-936964	Activation of IRF3/IRF7 mediated by TBK1/IKK epsilon	17	3	REACTOME
R-MMU-1592389	Activation of Matrix Metalloproteinases	49	2	REACTOME
R-MMU-1169091	Activation of NF-kappaB in B cells	63	5	REACTOME
R-MMU-2980767	Activation of NIMA Kinases NEK9, NEK6, NEK7	5	2	REACTOME
R-MMU-442755	Activation of NMDA receptors and postsynaptic events	38	8	REACTOME
R-MMU-111448	Activation of NOXA and translocation to mitochondria	1	0	REACTOME
R-MMU-451307	Activation of Na-permeable kainate receptors	0	3	REACTOME
R-MMU-9619229	Activation of RAC1 downstream of NMDARs	6	3	REACTOME
R-MMU-1169092	Activation of RAS in B cells	4	3	REACTOME
R-MMU-5635838	Activation of SMO	13	0	REACTOME
R-MMU-187015	Activation of TRKA receptors	2	0	REACTOME
R-MMU-451326	Activation of kainate receptors upon glutamate binding	29	4	REACTOME
R-MMU-450341	Activation of the AP-1 family of transcription factors	10	2	REACTOME
R-MMU-8866907	Activation of the TFAP2 (AP-2) family of transcription factors	11	0	REACTOME
R-MMU-72662	Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S	59	6	REACTOME
R-MMU-2485179	Activation of the phototransduction cascade	8	7	REACTOME
R-MMU-68962	Activation of the pre-replicative complex	30	4	REACTOME
R-MMU-75108	Activation, myristolyation of BID and translocation to mitochondria	11	0	REACTOME
R-MMU-114294	Activation, translocation and oligomerization of BAX	2	0	REACTOME
R-MMU-1482798	Acyl chain remodeling of CL	5	12	REACTOME
R-MMU-1482883	Acyl chain remodeling of DAG and TAG	7	10	REACTOME
R-MMU-1482788	Acyl chain remodelling of PC	27	13	REACTOME
R-MMU-1482839	Acyl chain remodelling of PE	27	13	REACTOME
R-MMU-1482925	Acyl chain remodelling of PG	18	8	REACTOME
R-MMU-1482922	Acyl chain remodelling of PI	17	8	REACTOME
R-MMU-1482801	Acyl chain remodelling of PS	22	9	REACTOME
R-MMU-1280218	Adaptive Immune System	664	41	REACTOME
R-MMU-417973	Adenosine P1 receptors	3	1	REACTOME
R-MMU-170660	Adenylate cyclase activating pathway	9	7	REACTOME
R-MMU-170670	Adenylate cyclase inhibitory pathway	13	4	REACTOME
R-MMU-418990	Adherens junctions interactions	32	1	REACTOME
R-MMU-392023	Adrenaline signalling through Alpha-2 adrenergic receptor	1	2	REACTOME
R-MMU-400042	Adrenaline,noradrenaline inhibits insulin secretion	21	4	REACTOME
R-MMU-390696	Adrenoceptors	5	37	REACTOME
R-MMU-879415	Advanced glycosylation endproduct receptor signaling	6	3	REACTOME
R-MMU-5423646	Aflatoxin activation and detoxification	22	26	REACTOME
R-MMU-9646399	Aggrephagy	36	2	REACTOME
R-MMU-351143	Agmatine biosynthesis	2	6	REACTOME
R-MMU-8964540	Alanine metabolism	2	4	REACTOME
R-MMU-1462054	Alpha-defensins	35	1	REACTOME
R-MMU-389599	Alpha-oxidation of phytanate	6	24	REACTOME
R-MMU-9645460	Alpha-protein kinase 1 signaling pathway	10	3	REACTOME
R-MMU-173736	Alternative complement activation	4	2	REACTOME
R-MMU-140179	Amine Oxidase reactions	4	18	REACTOME
R-MMU-375280	Amine ligand-binding receptors	38	43	REACTOME
R-MMU-156587	Amino Acid conjugation	6	13	REACTOME
R-MMU-352230	Amino acid transport across the plasma membrane	30	34	REACTOME
R-MMU-9639288	Amino acids regulate mTORC1	53	6	REACTOME
R-MMU-141444	Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal	91	0	REACTOME
R-MMU-141424	Amplification of signal from the kinetochores	91	0	REACTOME
R-MMU-2214320	Anchoring fibril formation	14	0	REACTOME
R-MMU-5620912	Anchoring of the basal body to the plasma membrane	96	3	REACTOME
R-MMU-193048	Androgen biosynthesis	16	16	REACTOME
R-MMU-2473224	Antagonism of Activin by Follistatin	4	0	REACTOME
R-MMU-983170	Antigen Presentation: Folding, assembly and peptide loading of class I MHC	42	11	REACTOME
R-MMU-983695	Antigen activates B Cell Receptor (BCR) leading to generation of second messengers	23	8	REACTOME
R-MMU-1236975	Antigen processing-Cross presentation	93	11	REACTOME
R-MMU-983168	Antigen processing: Ubiquitination & Proteasome degradation	283	7	REACTOME
R-MMU-6803157	Antimicrobial peptides	91	28	REACTOME
R-MMU-1169410	Antiviral mechanism by IFN-stimulated genes	32	7	REACTOME
R-MMU-109581	Apoptosis	103	7	REACTOME
R-MMU-140342	Apoptosis induced DNA fragmentation	13	2	REACTOME
R-MMU-351906	Apoptotic cleavage of cell adhesion  proteins	11	0	REACTOME
R-MMU-111465	Apoptotic cleavage of cellular proteins	36	0	REACTOME
R-MMU-75153	Apoptotic execution phase	49	2	REACTOME
R-MMU-111471	Apoptotic factor-mediated response	9	1	REACTOME
R-MMU-445717	Aquaporin-mediated transport	36	8	REACTOME
R-MMU-426048	Arachidonate production from DAG	5	8	REACTOME
R-MMU-2142753	Arachidonic acid metabolism	57	77	REACTOME
R-MMU-8937144	Aryl hydrocarbon receptor signalling	7	1	REACTOME
R-MMU-446203	Asparagine N-linked glycosylation	257	110	REACTOME
R-MMU-8963693	Aspartate and asparagine metabolism	11	25	REACTOME
R-MMU-9609736	Assembly and cell surface presentation of NMDA receptors	6	0	REACTOME
R-MMU-8963889	Assembly of active LPL and LIPC lipase complexes	11	6	REACTOME
R-MMU-2022090	Assembly of collagen fibrils and other multimeric structures	57	6	REACTOME
R-MMU-68616	Assembly of the ORC complex at the origin of replication	5	1	REACTOME
R-MMU-68867	Assembly of the pre-replicative complex	67	1	REACTOME
R-MMU-390471	Association of TriC/CCT with target proteins during biosynthesis	10	1	REACTOME
R-MMU-210455	Astrocytic Glutamate-Glutamine Uptake And Metabolism	4	6	REACTOME
R-MMU-4608870	Asymmetric localization of PCP proteins	62	0	REACTOME
R-MMU-162791	Attachment of GPI anchor to uPAR	6	3	REACTOME
R-MMU-3371568	Attenuation phase	13	2	REACTOME
R-MMU-174084	Autodegradation of Cdh1 by Cdh1:APC/C	63	0	REACTOME
R-MMU-349425	Autodegradation of the E3 ubiquitin ligase COP1	52	2	REACTOME
R-MMU-9612973	Autophagy	116	11	REACTOME
R-MMU-422475	Axon guidance	259	14	REACTOME
R-MMU-193634	Axonal growth inhibition (RHOA activation)	8	2	REACTOME
R-MMU-209563	Axonal growth stimulation	4	1	REACTOME
R-MMU-5250924	B-WICH complex positively regulates rRNA expression	94	3	REACTOME
R-MMU-5620922	BBSome-mediated cargo-targeting to cilium	23	1	REACTOME
R-MMU-111453	BH3-only proteins associate with and inactivate anti-apoptotic BCL-2 members	7	0	REACTOME
R-MMU-73884	Base Excision Repair	92	26	REACTOME
R-MMU-73929	Base-Excision Repair, AP Site Formation	71	17	REACTOME
R-MMU-210991	Basigin interactions	24	1	REACTOME
R-MMU-1461957	Beta defensins	14	1	REACTOME
R-MMU-77352	Beta oxidation of butanoyl-CoA to acetyl-CoA	3	10	REACTOME
R-MMU-77346	Beta oxidation of decanoyl-CoA to octanoyl-CoA-CoA	6	15	REACTOME
R-MMU-77350	Beta oxidation of hexanoyl-CoA to butanoyl-CoA	5	13	REACTOME
R-MMU-77310	Beta oxidation of lauroyl-CoA to decanoyl-CoA-CoA	5	13	REACTOME
R-MMU-77285	Beta oxidation of myristoyl-CoA to lauroyl-CoA	3	13	REACTOME
R-MMU-77348	Beta oxidation of octanoyl-CoA to hexanoyl-CoA	5	13	REACTOME
R-MMU-77305	Beta oxidation of palmitoyl-CoA to myristoyl-CoA	3	13	REACTOME
R-MMU-3858494	Beta-catenin independent WNT signaling	124	16	REACTOME
R-MMU-196299	Beta-catenin phosphorylation cascade	15	2	REACTOME
R-MMU-389887	Beta-oxidation of pristanoyl-CoA	9	21	REACTOME
R-MMU-390247	Beta-oxidation of very long chain fatty acids	11	26	REACTOME
R-MMU-425381	Bicarbonate transporters	8	4	REACTOME
R-MMU-194068	Bile acid and bile salt metabolism	44	78	REACTOME
R-MMU-2173782	Binding and Uptake of Ligands by Scavenger Receptors	31	39	REACTOME
R-MMU-141333	Biogenic amines are oxidatively deaminated to aldehydes by MAOA and MAOB	2	11	REACTOME
R-MMU-211859	Biological oxidations	202	317	REACTOME
R-MMU-9018676	Biosynthesis of D-series resolvins	4	21	REACTOME
R-MMU-9018677	Biosynthesis of DHA-derived SPMs	16	54	REACTOME
R-MMU-9026395	Biosynthesis of DHA-derived sulfido conjugates	2	5	REACTOME
R-MMU-9018683	Biosynthesis of DPA-derived SPMs	4	23	REACTOME
R-MMU-9025094	Biosynthesis of DPAn-3 SPMs	4	19	REACTOME
R-MMU-9026403	Biosynthesis of DPAn-3-derived 13-series resolvins	1	6	REACTOME
R-MMU-9026290	Biosynthesis of DPAn-3-derived maresins	2	9	REACTOME
R-MMU-9026286	Biosynthesis of DPAn-3-derived protectins and resolvins	2	8	REACTOME
R-MMU-9025106	Biosynthesis of DPAn-6 SPMs	2	6	REACTOME
R-MMU-9023661	Biosynthesis of E-series 18(R)-resolvins	4	11	REACTOME
R-MMU-9018896	Biosynthesis of E-series 18(S)-resolvins	5	14	REACTOME
R-MMU-9018679	Biosynthesis of EPA-derived SPMs	6	22	REACTOME
R-MMU-9020265	Biosynthesis of aspirin-triggered D-series resolvins	3	17	REACTOME
R-MMU-9027604	Biosynthesis of electrophilic <U+03C9>-3 PUFA oxo-derivatives	2	12	REACTOME
R-MMU-9026762	Biosynthesis of maresin conjugates in tissue regeneration (MCTR)	2	3	REACTOME
R-MMU-9027307	Biosynthesis of maresin-like SPMs	5	12	REACTOME
R-MMU-9018682	Biosynthesis of maresins	7	17	REACTOME
R-MMU-9026766	Biosynthesis of protectin and resolvin conjugates in tissue regeneration (PCTR and RCTR)	1	3	REACTOME
R-MMU-9018681	Biosynthesis of protectins	3	14	REACTOME
R-MMU-9018678	Biosynthesis of specialized proresolving mediators (SPMs)	17	102	REACTOME
R-MMU-446193	Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein	71	79	REACTOME
R-MMU-196780	Biotin transport and metabolism	10	8	REACTOME
R-MMU-9033658	Blood group systems biosynthesis	16	26	REACTOME
R-MMU-70895	Branched-chain amino acid catabolism	17	37	REACTOME
R-MMU-352238	Breakdown of the nuclear lamina	3	0	REACTOME
R-MMU-450385	Butyrate Response Factor 1 (BRF1) binds and destabilizes mRNA	16	3	REACTOME
R-MMU-8851680	Butyrophilin (BTN) family interactions	7	1	REACTOME
R-MMU-5621481	C-type lectin receptors (CLRs)	103	16	REACTOME
R-MMU-75102	C6 deamination of adenosine	2	4	REACTOME
R-MMU-5218900	CASP8 activity is inhibited	10	0	REACTOME
R-MMU-5621575	CD209 (DC-SIGN) signaling	15	5	REACTOME
R-MMU-5690714	CD22 mediated BCR regulation	5	3	REACTOME
R-MMU-389356	CD28 co-stimulation	32	6	REACTOME
R-MMU-389357	CD28 dependent PI3K/Akt signaling	22	4	REACTOME
R-MMU-389359	CD28 dependent Vav1 pathway	11	5	REACTOME
R-MMU-68689	CDC6 association with the ORC:origin complex	10	1	REACTOME
R-MMU-69017	CDK-mediated phosphorylation and removal of Cdc6	72	2	REACTOME
R-MMU-68827	CDT1 association with the CDC6:ORC:origin complex	58	1	REACTOME
R-MMU-5607763	CLEC7A (Dectin-1) induces NFAT activation	7	5	REACTOME
R-MMU-5607764	CLEC7A (Dectin-1) signaling	86	11	REACTOME
R-MMU-5660668	CLEC7A/inflammasome pathway	4	0	REACTOME
R-MMU-6811434	COPI-dependent Golgi-to-ER retrograde traffic	91	4	REACTOME
R-MMU-6811436	COPI-independent Golgi-to-ER retrograde traffic	49	10	REACTOME
R-MMU-6807878	COPI-mediated anterograde transport	93	5	REACTOME
R-MMU-204005	COPII-mediated vesicle transport	67	7	REACTOME
R-MMU-140180	COX reactions	1	8	REACTOME
R-MMU-199920	CREB phosphorylation	7	2	REACTOME
R-MMU-442742	CREB1 phosphorylation through NMDA receptor-mediated activation of RAS signaling	5	2	REACTOME
R-MMU-442720	CREB1 phosphorylation through the activation of Adenylate Cyclase	4	1	REACTOME
R-MMU-442729	CREB1 phosphorylation through the activation of CaMKII/CaMKK/CaMKIV cascasde	5	3	REACTOME
R-MMU-8874211	CREB3 factors activate genes	4	0	REACTOME
R-MMU-399956	CRMPs in Sema3A signaling	15	2	REACTOME
R-MMU-2024101	CS/DS degradation	12	15	REACTOME
R-MMU-389513	CTLA4 inhibitory signaling	21	4	REACTOME
R-MMU-211999	CYP2E1 reactions	10	20	REACTOME
R-MMU-111996	Ca-dependent events	26	11	REACTOME
R-MMU-1296052	Ca2+ activated K+ channels	9	1	REACTOME
R-MMU-4086398	Ca2+ pathway	45	14	REACTOME
R-MMU-111997	CaM pathway	24	8	REACTOME
R-MMU-111932	CaMK IV-mediated phosphorylation of CREB	5	3	REACTOME
R-MMU-2025928	Calcineurin activates NFAT	7	3	REACTOME
R-MMU-419812	Calcitonin-like ligand receptors	9	0	REACTOME
R-MMU-111933	Calmodulin induced events	24	8	REACTOME
R-MMU-901042	Calnexin/calreticulin cycle	7	7	REACTOME
R-MMU-111957	Cam-PDE 1 activation	6	4	REACTOME
R-MMU-72737	Cap-dependent Translation Initiation	116	7	REACTOME
R-MMU-8955332	Carboxyterminal post-translational modifications of tubulin	27	7	REACTOME
R-MMU-5576891	Cardiac conduction	123	34	REACTOME
R-MMU-5694530	Cargo concentration in the ER	32	2	REACTOME
R-MMU-8856825	Cargo recognition for clathrin-mediated endocytosis	97	10	REACTOME
R-MMU-5620920	Cargo trafficking to the periciliary membrane	49	4	REACTOME
R-MMU-200425	Carnitine metabolism	14	14	REACTOME
R-MMU-71262	Carnitine synthesis	3	16	REACTOME
R-MMU-140534	Caspase activation via Death Receptors in the presence of ligand	15	1	REACTOME
R-MMU-418889	Caspase activation via Dependence Receptors in the absence of ligand	4	2	REACTOME
R-MMU-5357769	Caspase activation via extrinsic apoptotic signalling pathway	19	3	REACTOME
R-MMU-264870	Caspase-mediated cleavage of cytoskeletal proteins	11	0	REACTOME
R-MMU-209905	Catecholamine biosynthesis	4	18	REACTOME
R-MMU-426117	Cation-coupled Chloride cotransporters	7	3	REACTOME
R-MMU-174184	Cdc20:Phospho-APC/C mediated degradation of Cyclin A	72	0	REACTOME
R-MMU-1640170	Cell Cycle	565	38	REACTOME
R-MMU-69620	Cell Cycle Checkpoints	282	4	REACTOME
R-MMU-69278	Cell Cycle, Mitotic	497	35	REACTOME
R-MMU-204998	Cell death signalling via NRAGE, NRIF and NADE	66	4	REACTOME
R-MMU-446728	Cell junction organization	65	2	REACTOME
R-MMU-202733	Cell surface interactions at the vascular wall	110	12	REACTOME
R-MMU-1500931	Cell-Cell communication	83	3	REACTOME
R-MMU-421270	Cell-cell junction organization	40	1	REACTOME
R-MMU-446353	Cell-extracellular matrix interactions	17	1	REACTOME
R-MMU-2559583	Cellular Senescence	170	13	REACTOME
R-MMU-189200	Cellular hexose transport	16	6	REACTOME
R-MMU-3371556	Cellular response to heat stress	82	10	REACTOME
R-MMU-1234174	Cellular response to hypoxia	70	7	REACTOME
R-MMU-8953897	Cellular responses to external stimuli	434	53	REACTOME
R-MMU-2262752	Cellular responses to stress	432	51	REACTOME
R-MMU-380287	Centrosome maturation	78	2	REACTOME
R-MMU-163765	ChREBP activates metabolic gene expression	6	0	REACTOME
R-MMU-390466	Chaperonin-mediated protein folding	41	3	REACTOME
R-MMU-380108	Chemokine receptors bind chemokines	60	0	REACTOME
R-MMU-75035	Chk1/Chk2(Cds1) mediated inactivation of Cyclin B:Cdk1 complex	12	2	REACTOME
R-MMU-191273	Cholesterol biosynthesis	26	46	REACTOME
R-MMU-6807047	Cholesterol biosynthesis via desmosterol	4	10	REACTOME
R-MMU-6807062	Cholesterol biosynthesis via lathosterol	4	10	REACTOME
R-MMU-6798163	Choline catabolism	6	15	REACTOME
R-MMU-2022870	Chondroitin sulfate biosynthesis	19	5	REACTOME
R-MMU-1793185	Chondroitin sulfate/dermatan sulfate metabolism	47	23	REACTOME
R-MMU-3247509	Chromatin modifying enzymes	177	13	REACTOME
R-MMU-4839726	Chromatin organization	177	13	REACTOME
R-MMU-73886	Chromosome Maintenance	109	18	REACTOME
R-MMU-8963888	Chylomicron assembly	11	4	REACTOME
R-MMU-8964026	Chylomicron clearance	5	4	REACTOME
R-MMU-8963901	Chylomicron remodeling	11	7	REACTOME
R-MMU-5617833	Cilium Assembly	198	7	REACTOME
R-MMU-71403	Citric acid cycle (TCA cycle)	21	29	REACTOME
R-MMU-373076	Class A/1 (Rhodopsin-like receptors)	304	111	REACTOME
R-MMU-373080	Class B/2 (Secretin family receptors)	55	2	REACTOME
R-MMU-420499	Class C/3 (Metabotropic glutamate/pheromone receptors)	31	53	REACTOME
R-MMU-983169	Class I MHC mediated antigen processing & presentation	342	21	REACTOME
R-MMU-9603798	Class I peroxisomal membrane protein import	19	0	REACTOME
R-MMU-1296053	Classical Kir channels	3	1	REACTOME
R-MMU-173623	Classical antibody-mediated complement activation	6	3	REACTOME
R-MMU-8856828	Clathrin-mediated endocytosis	135	16	REACTOME
R-MMU-110331	Cleavage of the damaged purine	64	8	REACTOME
R-MMU-110329	Cleavage of the damaged pyrimidine 	8	9	REACTOME
R-MMU-196741	Cobalamin (Cbl, vitamin B12) transport and metabolism	22	26	REACTOME
R-MMU-196783	Coenzyme A biosynthesis	8	13	REACTOME
R-MMU-2470946	Cohesin Loading onto Chromatin	9	1	REACTOME
R-MMU-1650814	Collagen biosynthesis and modifying enzymes	59	9	REACTOME
R-MMU-8948216	Collagen chain trimerization	39	0	REACTOME
R-MMU-1442490	Collagen degradation	55	5	REACTOME
R-MMU-1474290	Collagen formation	81	14	REACTOME
R-MMU-140875	Common Pathway of Fibrin Clot Formation	21	17	REACTOME
R-MMU-166658	Complement cascade	49	11	REACTOME
R-MMU-6799198	Complex I biogenesis	55	3	REACTOME
R-MMU-2514853	Condensation of Prometaphase Chromosomes	8	5	REACTOME
R-MMU-2299718	Condensation of Prophase Chromosomes	78	10	REACTOME
R-MMU-177135	Conjugation of benzoate with glycine	4	8	REACTOME
R-MMU-159424	Conjugation of carboxylic acids	6	13	REACTOME
R-MMU-177162	Conjugation of phenylacetate with glutamine	2	6	REACTOME
R-MMU-177128	Conjugation of salicylate with glycine	5	8	REACTOME
R-MMU-176407	Conversion from APC/C:Cdc20 to APC/C:Cdh1 in late anaphase	19	2	REACTOME
